network_condition,website,time_seconds,CacheV2LoadTester,ClassicLoadTester,enhancement
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canada,3600,8894,5805,-0.5321274763135229
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canada,21600,1356,646,-1.0990712074303406
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canada,86400,410,610,0.32786885245901637
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canada,604800,519,402,-0.291044776119403
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canada,31622400,8268,5790,-0.42797927461139895
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canalplus,60,102356,652,-155.98773006134968
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canalplus,3600,62057,345,-178.8753623188406
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canalplus,21600,1316,70310,0.9812828900583132
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canalplus,86400,509,68339,0.992551837164723
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canalplus,604800,874,1159,0.2459016393442623
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/canalplus,31622400,63143,445,-140.89438202247192
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cancer,60,2625,3664,0.2835698689956332
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cancer,3600,893,6829,0.8692341484844047
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cancer,21600,419,1032,0.5939922480620154
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cancer,86400,488,407,-0.19901719901719903
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cancer,604800,478,544,0.1213235294117647
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cancer,31622400,576,610,0.05573770491803279
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/capitalone,60,728,3903,0.8134768127081732
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/capitalone,3600,60236,56898,-0.0586663854617034
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/capitalone,21600,54230,676,-79.22189349112426
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/capitalone,86400,1061,554,-0.9151624548736462
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/capitalone,604800,798,381,-1.094488188976378
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/capitalone,31622400,732,476,-0.5378151260504201
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/carmax,60,1795,787,-1.2808132147395173
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/carmax,3600,604,596,-0.013422818791946308
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/carmax,21600,599,9221,0.9350395835592669
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/carmax,86400,425,433,0.018475750577367205
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/carmax,604800,285,753,0.6215139442231076
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/carmax,31622400,573,5398,0.8938495739162653
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbc,60,28051,42902,0.34616101813435274
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbc,3600,934,1178,0.2071307300509338
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbc,21600,1098,110906,0.9900997240906714
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbc,86400,712,1151,0.3814074717636838
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbc,604800,101337,27707,-2.657451185620962
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbc,31622400,535,17582,0.9695711523148675
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbsnews,60,2905,1949,-0.4905079527963058
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbsnews,3600,926,587,-0.5775127768313458
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbsnews,21600,774,636,-0.2169811320754717
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbsnews,86400,489,378,-0.29365079365079366
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbsnews,604800,530,5127,0.8966257070411546
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbsnews,31622400,378,827,0.5429262394195888
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbssports,60,4262,372,-10.456989247311828
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbssports,3600,476,444,-0.07207207207207207
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbssports,21600,32812,23912,-0.37219805955168955
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbssports,86400,792,798,0.007518796992481203
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbssports,604800,619,424,-0.45990566037735847
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cbssports,31622400,470,485,0.030927835051546393
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cdc,60,1966,2612,0.2473200612557427
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cdc,3600,15252,20816,0.2672943889315911
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cdc,21600,14932,894,-15.702460850111857
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cdc,86400,1563,383,-3.0809399477806787
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cdc,604800,675,4620,0.8538961038961039
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cdc,31622400,910,6496,0.8599137931034483
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cellphones.com,60,16726,13639,-0.22633624165994573
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cellphones.com,3600,9096,8985,-0.012353923205342237
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cellphones.com,21600,18196,14992,-0.21371398078975454
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cellphones.com,86400,9258,13354,0.306724576905796
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cellphones.com,604800,18243,13442,-0.3571641124832614
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cellphones.com,31622400,18199,18158,-0.002257957924881595
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/championat,60,4835,1691,-1.8592548787699585
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/championat,3600,4895,4944,0.009911003236245955
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/championat,21600,4789,1568,-2.0542091836734695
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/championat,86400,4772,4798,0.005418924551896623
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/championat,604800,4874,4979,0.021088572002410124
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/championat,31622400,4840,4802,-0.007913369429404415
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chase,60,1430,8584,0.8334109972041006
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chase,3600,4467,1087,-3.109475620975161
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chase,21600,990,19052,0.9480369515011547
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chase,86400,923,1074,0.14059590316573556
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chase,604800,1393,1023,-0.3616813294232649
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chase,31622400,1408,1367,-0.029992684711046085
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chefkoch,60,10557,1784,-4.917600896860987
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chefkoch,3600,11184,2518,-3.441620333598094
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chefkoch,21600,9550,9827,0.028187646280655336
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chefkoch,86400,21692,10259,-1.114436104883517
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chefkoch,604800,8618,9434,0.08649565401738393
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chefkoch,31622400,10452,9071,-0.15224341307463346
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chess,60,1826,2073,0.11915098890496864
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chess,3600,2215,1681,-0.3176680547293278
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chess,21600,2057,2143,0.04013065795613626
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chess,86400,2221,1997,-0.11216825237856785
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chess,604800,2027,2293,0.11600523331879634
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chess,31622400,1825,2342,0.22075149444918873
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chip,60,5309,3780,-0.4044973544973545
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chip,3600,4816,3708,-0.2988133764832794
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chip,21600,4971,16228,0.6936775942814888
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chip,86400,4059,3690,-0.1
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chip,604800,5105,4754,-0.07383256205300799
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chip,31622400,4554,4047,-0.12527798369162343
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/choicesupport.org,60,5870,4019,-0.46056232893754667
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/choicesupport.org,3600,8956,4529,-0.9774784720688894
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/choicesupport.org,21600,6156,6269,0.018025203381719573
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/choicesupport.org,86400,6664,5846,-0.13992473486144372
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/choicesupport.org,604800,5242,5112,-0.02543035993740219
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/choicesupport.org,31622400,261,4575,0.9429508196721311
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chordtela,60,259,937,0.7235859124866596
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chordtela,3600,1470,878,-0.6742596810933941
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chordtela,21600,1200,1123,-0.06856634016028496
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chordtela,86400,678,1070,0.3663551401869159
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chordtela,604800,685,899,0.23804226918798665
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chordtela,31622400,986,1108,0.11010830324909747
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chromewebstore.google,60,791,19388,0.959201567980194
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chromewebstore.google,3600,20272,18888,-0.07327403642524354
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chromewebstore.google,21600,20654,19633,-0.05200427851067081
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chromewebstore.google,86400,17399,12398,-0.40337151153411843
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chromewebstore.google,604800,273,13873,0.9803214877820227
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/chromewebstore.google,31622400,21905,13205,-0.6588413479742522
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/clever,60,266,1460,0.8178082191780822
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/clever,3600,1489,1665,0.1057057057057057
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/clever,21600,269,2532,0.8937598736176935
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/clever,86400,350,1553,0.7746297488731487
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/clever,604800,1624,1401,-0.15917201998572447
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/clever,31622400,2687,2636,-0.019347496206373292
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cloudconvert,60,1570,3906,0.5980542754736303
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cloudconvert,3600,343,1636,0.7903422982885085
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cloudconvert,21600,5173,1908,-1.7112159329140462
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cloudconvert,86400,2688,3523,0.23701390860062446
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cloudconvert,604800,2728,2008,-0.35856573705179284
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cloudconvert,31622400,1634,1162,-0.40619621342512907
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnbc,60,4228,11675,0.6378586723768737
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnbc,3600,16315,7042,-1.3168134052825902
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnbc,21600,11685,2695,-3.3358070500927646
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnbc,86400,3215,1164,-1.7620274914089347
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnbc,604800,7518,2715,-1.769060773480663
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnbc,31622400,7617,11482,0.3366138303431458
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnet,60,85412,300018,0.7153104147084508
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnet,3600,365,300017,0.9987834022738712
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnet,21600,492,300021,0.9983601147919645
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnet,86400,366,300018,0.9987800731956082
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnet,604800,83212,294,-282.03401360544217
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnet,31622400,506,300017,0.9983134289056953
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnn,60,7745,19682,0.6064932425566507
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnn,3600,407,6918,0.9411679676206997
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnn,21600,474,5269,0.9100398557601063
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnn,86400,403,9100,0.9557142857142857
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnn,604800,5991,4922,-0.21718813490451036
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/cnn,31622400,415,2975,0.8605042016806723
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinbase,60,1980,1849,-0.07084910762574365
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinbase,3600,14540,25623,0.4325410763766928
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinbase,21600,400,17060,0.9765533411488863
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinbase,86400,307,16989,0.9819294837836247
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinbase,604800,627,11175,0.9438926174496645
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinbase,31622400,334,17934,0.9813761570201851
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coingecko,60,2344,19626,0.8805665953327219
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coingecko,3600,476,21148,0.977491961414791
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coingecko,21600,541,26566,0.9796356244824211
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coingecko,86400,38713,14316,-1.7041771444537581
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coingecko,604800,25669,902,-27.457871396895786
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coingecko,31622400,738,330,-1.2363636363636363
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinmarketcap,60,42392,20955,-1.0230016702457647
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinmarketcap,3600,1762,49233,0.9642109966892125
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinmarketcap,21600,54606,43462,-0.2564078965533109
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinmarketcap,86400,43823,1176,-36.26445578231292
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinmarketcap,604800,2274,47893,0.9525191572881214
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/coinmarketcap,31622400,536,25602,0.9790641356144051
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/collinsdictionary,60,14707,2709,-4.428940568475452
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/collinsdictionary,3600,1198,407,-1.9434889434889435
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/collinsdictionary,21600,288,394,0.26903553299492383
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/collinsdictionary,86400,593,11637,0.9490418492738678
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/collinsdictionary,604800,489,11550,0.9576623376623377
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/collinsdictionary,31622400,456,10386,0.9560947429231658
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/company-information.service.gov,60,3133,521,-5.0134357005758154
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/company-information.service.gov,3600,463,5981,0.9225881959538539
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/company-information.service.gov,21600,537,514,-0.04474708171206226
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/company-information.service.gov,86400,5514,5704,0.033309957924263674
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/company-information.service.gov,604800,550,301,-0.8272425249169435
"(latency: 100, download: 62914560, upload: 62914560)",http://localhost:8080/company-information.service.gov,31622400,5210,310,-15.806451612903226
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/1177,60,2039,2208,0.07653985507246377
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/1177,3600,2040,2203,0.07399001361779392
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/1177,21600,2042,2206,0.0743427017225748
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/1177,86400,2041,2206,0.07479601087941977
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/1177,604800,2043,2206,0.07388939256572982
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/1177,31622400,2040,2207,0.07566832804712278
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/16personalities,60,1962,1923,-0.0202808112324493
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/16personalities,3600,1949,1943,-0.003088008234688626
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/16personalities,21600,1925,1949,0.012314007183170857
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/16personalities,86400,1924,1934,0.005170630816959669
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/16personalities,604800,1927,1938,0.005675954592363261
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/16personalities,31622400,1952,1931,-0.010875194199896427
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/20minutes,60,2632,1661,-0.5845875978326309
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/20minutes,3600,2570,1684,-0.5261282660332541
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/20minutes,21600,2616,1684,-0.5534441805225653
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/20minutes,86400,2781,1746,-0.5927835051546392
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/20minutes,604800,2637,1714,-0.5385064177362894
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/20minutes,31622400,2259,1672,-0.35107655502392343
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/24h.com,60,3716,3873,0.04053705138135812
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/24h.com,3600,4220,3791,-0.11316275389079399
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/24h.com,21600,4453,4189,-0.06302220100262593
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/24h.com,86400,5250,4851,-0.08225108225108226
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/24h.com,604800,5101,4072,-0.25270137524557956
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/24h.com,31622400,3370,4079,0.17381711203726405
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/3bmeteo,60,4417,4246,-0.040273198304286384
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/3bmeteo,3600,5621,98524,0.9429479111688522
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/3bmeteo,21600,4745,4815,0.014537902388369679
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/3bmeteo,86400,6061,4874,-0.24353713582273287
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/3bmeteo,604800,5916,5986,0.011693952555963916
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/3bmeteo,31622400,3725,5654,0.3411743898125221
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abc,60,6580,5934,-0.10886417256488035
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abc,3600,7671,5765,-0.33061578490893323
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abc,21600,8986,6121,-0.4680607743832707
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abc,86400,7502,7725,0.028867313915857604
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abc,604800,8642,5668,-0.5247000705716302
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abc,31622400,5782,5478,-0.05549470609711574
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abril.com,60,496,464,-0.06896551724137931
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abril.com,3600,486,473,-0.02748414376321353
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abril.com,21600,462,451,-0.024390243902439025
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abril.com,86400,470,463,-0.01511879049676026
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abril.com,604800,461,453,-0.017660044150110375
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/abril.com,31622400,477,479,0.0041753653444676405
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/accuweather,60,1777,1827,0.02736726874657909
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/accuweather,3600,1788,1758,-0.017064846416382253
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/accuweather,21600,1852,1886,0.018027571580063628
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/accuweather,86400,1806,1783,-0.012899607403252944
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/accuweather,604800,1782,1828,0.02516411378555799
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/accuweather,31622400,1829,1812,-0.009381898454746136
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/acibadem.com,60,7380,7126,-0.03564412012349144
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/acibadem.com,3600,7244,7045,-0.028246983676366216
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/acibadem.com,21600,8090,7919,-0.02159363556004546
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/acibadem.com,86400,7389,7339,-0.0068129172911840855
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/acibadem.com,604800,7401,7032,-0.05247440273037542
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/acibadem.com,31622400,7367,6854,-0.0748468047855267
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/action,60,3306,4236,0.21954674220963172
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/action,3600,3038,4927,0.38339760503348896
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/action,21600,3382,3402,0.005878894767783657
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/action,86400,3467,3651,0.05039715146535196
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/action,604800,3616,4388,0.17593436645396535
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/action,31622400,4815,4006,-0.2019470793809286
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/adac,60,2153,3689,0.41637300081322853
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/adac,3600,2854,3133,0.08905202681136291
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/adac,21600,2720,3099,0.122297515327525
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/adac,86400,2560,3432,0.2540792540792541
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/adac,604800,2130,3107,0.3144512391374316
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/adac,31622400,2471,3095,0.20161550888529886
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aemet,60,12177,11906,-0.02276163279018982
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aemet,3600,12728,13203,0.03597667196849201
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aemet,21600,12807,11799,-0.08543096872616324
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aemet,86400,11374,10866,-0.046751334437695566
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aemet,604800,8802,14899,0.40922209544264715
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aemet,31622400,10936,13713,0.2025085685116313
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aftonbladet,60,3932,4783,0.17792180639765837
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aftonbladet,3600,5722,5546,-0.031734583483591774
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aftonbladet,21600,2853,5003,0.4297421547071757
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aftonbladet,86400,4380,4498,0.026233881725211204
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aftonbladet,604800,5319,5563,0.04386122595721733
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/aftonbladet,31622400,3063,5142,0.4043173862310385
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/agoda,60,11708,11701,-0.0005982394667122468
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/agoda,3600,11558,11822,0.022331246827947893
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/agoda,21600,11619,11733,0.009716185118895423
"(latency: 200, download: 1048576, upload: 1048576)",http://localhost:8080/agoda,86400,479,11690,0.9590248075278015
